id,smiles,vendor,email,price
8a0bcf8c99bb5507a1ba13c4,CS(=O)(=O)NCc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(COc5ccc(F)cc5Cl)o4)c3c2)cc1,eMolecules,sales@emolecules.com,710
c9393c5d3101277c55585edf,CS(=O)(=O)Cc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1F,Molecule.one,hello@molecule.one,
25613ec7ed9ae0a80f687f1b,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
e17a584fec5ddfaac4de96f0,CS(=O)(=O)CC#Cc1ccc2ncnc(NC(=O)c3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,eMolecules,sales@emolecules.com,910
173629104dd0ab8e62fbf632,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4)cc23)cc1,Molecule.one,hello@molecule.one,
970a74b958abd702b76369fb,CS(=O)(=O)Cc1ccc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)cc1F,Molecule.one,hello@molecule.one,
67b396fad470c341dbcdc30e,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)cc1,Molecule.one,hello@molecule.one,
a58078357e21885888177a98,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(C)c4)cc23)cc1,Molecule.one,hello@molecule.one,
97e85a6fdba1415e6ad94aea,CC(=O)NCc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,810
21350dcccead10814f840643,CS(=O)(=O)NCc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1,Molecule.one,hello@molecule.one,
289b5c065fa33e0fdae0d481,CS(=O)(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)cc1F,Molecule.one,hello@molecule.one,
35395fdc9a1f4f0e5baaffd7,Cc1cc(-c2ccc3ncnc(Nc4ccc(C(=O)O)c(O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
cd3db84c9474b445b6c1e6fe,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,790
feb0f8702c0615352511f834,CS(=O)(=O)Cc1ccc(C(=O)Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)o1,eMolecules,sales@emolecules.com,1060
1f444d47deeb6290f1138d32,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)cc1O,Molecule.one,hello@molecule.one,
cf708bacefc1f8a8005f36e9,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)c3)c2c1,Molecule.one,hello@molecule.one,
8cc1ed66bcdeb0afc3e91fa9,CS(=O)(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1F,Molecule.one,hello@molecule.one,
87981be5062d63d0acdfddba,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5ccccc5)c(OC)c4)c3)c2c1,Molecule.one,hello@molecule.one,
8993f50d2fcc8aad91a17707,CC(=O)c1ccc(Nc2ncnc3ccc(-c4cccc(OCc5ccc(F)cc5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
f31ec7f6ea444ce54fcdd4fb,O=C(O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
9eecbafa2a161e0337e3b53e,CS(=O)(=O)c1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1Cl,eMolecules,sales@emolecules.com,810
ea3de48191234f0ef9bac4c2,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5ccccc5)c(F)c4F)c3)c2c1,Molecule.one,hello@molecule.one,
304519f2b83ec2c10987ba3e,O=C(O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4)cc23)c1,Molecule.one,hello@molecule.one,
35ffc94a0429de5e08638e40,CS(=O)(=O)Cc1ccc(C(=O)Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(Cl)c4)cc23)o1,eMolecules,sales@emolecules.com,990
60e71d81b4b95272fb6e1481,CCc1cc(-c2ccc3ncnc(Nc4ccc(C(=O)O)c(O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
2fbab9e043ac834fbf44a383,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5ccccc5)c(F)c4)c3)c2c1,Molecule.one,hello@molecule.one,
64bccfcf1147ffac7fcea1e8,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5ccccc5)c(C)c4)c3)c2c1,Molecule.one,hello@molecule.one,
a243505f6e53bef5f86bb7e5,CS(=O)(=O)NCc1cccc(-c2ccc3ncnc(Nc4ccc(C(=O)O)c(O)c4)c3c2)c1,Molecule.one,hello@molecule.one,
11b8561d0b8f5eee517bfda8,CCCCS(=O)(=O)NCc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,eMolecules,sales@emolecules.com,1060
e2f1fb0bfefdf227a9780417,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5cccc(F)c5)cc4)c3)c2c1,Molecule.one,hello@molecule.one,
ba0d2fc95ae4533ca74ebe28,CCCCS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3c2)cc1,eMolecules,sales@emolecules.com,890
8c646bc5af63bb4843006a8c,COc1cc(-c2ccc3ncnc(Nc4ccc(C(=O)O)c(O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
4366334ff0633103da52b3fb,CC(=O)c1cccc(Nc2ncnc3ccc(-c4cc(F)c(OCc5ccccc5)c(F)c4)cc23)c1,Molecule.one,hello@molecule.one,
5a098c1c5bcaa1eef5677620,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)cc23)cc1,Molecule.one,hello@molecule.one,
5ecd72cd5beaf94c79deebb2,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4)cc23)cc1O,Molecule.one,hello@molecule.one,
e93df699d6a4ceb6b6e41bc7,O=C(O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5ccc(F)cc5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
e3fe1d7c524782496a4316ad,COc1cc(-c2ccc3ncnc(Nc4cccc(C(C)=O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
2a4006b69501940b41dd52e9,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5ccccc5)c(CC)c4)c3)c2c1,Molecule.one,hello@molecule.one,
7cb9e5f2744d0688b94aa24b,CC(=O)OCc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,810
035fa0ae5bbf252f8f7d2898,O=C(O)c1ccc(Nc2ncnc3ccc(-c4cccc(OCc5ccc(F)cc5)c4)cc23)cc1O,Molecule.one,hello@molecule.one,
c3f4865d404692a8c99f9895,Cc1cc(F)ccc1COc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1,Molecule.one,hello@molecule.one,
638b68a4eec07a03de8d2883,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)cc1,Molecule.one,hello@molecule.one,
65979be8f6ef316935b23eb1,CC(=O)c1ccc(Nc2ncnc3ccc(-c4cccc(OCc5cc(F)cc(F)c5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
0f6bf0a6be4031e881b0c740,O=C(O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
037d1cdb48c57757b48b8362,CS(=O)(=O)CCn1cc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)ccc1=O,Molecule.one,hello@molecule.one,
e4c7ad25177d91e3eec1eedb,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4)cc23)cc1,Molecule.one,hello@molecule.one,
51378a04e101e9b7a2ad606f,CS(=O)(=O)Cc1ccc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)cc1,Molecule.one,hello@molecule.one,
4c39988c32653156f9580bfa,CN(C)CCOc1cc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)ccc1Cl,eMolecules,sales@emolecules.com,1060
3610c06efd69cb219492cc4a,CS(=O)(=O)NCc1cccc(-c2ccc3c(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3c2)c1,eMolecules,sales@emolecules.com,840
da410778503f746a6f13b6e8,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4F)cc23)c1,Molecule.one,hello@molecule.one,
95d3cba5d0f4519b507194e3,CC(C)(C)OCc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,790
c5cebc31032b25f90d00d178,CC(=O)c1cccc(Nc2ncnc3ccc(-c4cccc(OCc5ccc(F)cc5)c4)cc23)c1,Molecule.one,hello@molecule.one,
abf5fae04f763c8af96b4035,COc1cc(-c2ccc3ncnc(Nc4ccc(C(=O)O)cc4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
5bd34f67e413a4e36d0b25fe,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(OC(F)F)c(OCc5ccccc5)c4)cc23)c1,Molecule.one,hello@molecule.one,
7ca0b741b40c105a5f40e05c,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)cc23)cc1O,Molecule.one,hello@molecule.one,
55f92a499cf93ce275b2a529,CCc1cc(-c2ccc3ncnc(Nc4cccc(C(C)=O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
52543d70aa3a6448b268f414,CS(=O)(=O)Cc1ccc(C(=O)Nc2ncnc3ccc(-c4cccc(OCc5cccc(F)c5)c4)cc23)o1,eMolecules,sales@emolecules.com,990
54ae2bc6c1ced67255970010,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(OCc5ccc(F)cc5)cc4)c3)c2c1,Molecule.one,hello@molecule.one,
5de68f6cdaa383bb6557d520,O=C(O)c1ccc(Nc2ncnc3ccc(-c4cccc(OCc5ccc(F)cc5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
dcbb639d1f60a734abefd08e,CS(=O)(=O)NCCC#Cc1ccc2ncnc(NC(=O)c3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,eMolecules,sales@emolecules.com,1460
f08ccbee6fd4a658e697578f,COCCOc1cc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)ccc1Cl,eMolecules,sales@emolecules.com,810
0dd2d1e5c426c50b33f5277f,CCS(=O)(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1F,Molecule.one,hello@molecule.one,
4bae2061e08b52bfc3a32a19,CCc1cc(-c2ccc3ncnc(Nc4ccc(C(=O)O)cc4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
7605097df87a4210dbdf970e,CCCCOc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1F,eMolecules,sales@emolecules.com,790
14a77cfe5ee6de6bf71bfadc,Cc1cc(-c2ccc3ncnc(Nc4ccc(C(=O)O)cc4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
ab13aabe722b41b644b3fc62,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(=O)n(CCS(C)(=O)=O)c4)c3)c2c1,Molecule.one,hello@molecule.one,
df0fadd0ed1dc7594e3f91e2,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(F)c(OCc5ccccc5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
27287ca38fd790e7b0272e3c,CS(=O)(=O)Cc1cccc(-c2ccc3ncnc(Nc4ccc(C(=O)O)c(O)c4)c3c2)c1,Molecule.one,hello@molecule.one,
565dc1f6ccf312bcfac637e9,CCS(=O)(=O)Nc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,860
66fccc371a248a85624e8b0e,Oc1cccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4)cc23)c1,Molecule.one,hello@molecule.one,
dcd922914d6deaf3efc45ab3,O=C(O)c1ccc(Nc2ncnc3ccc(-c4cccc(OCc5cc(F)cc(F)c5)c4)cc23)cc1O,Molecule.one,hello@molecule.one,
9c46f849a916065905340ce2,CS(=O)(=O)CCn1cc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cn1,Molecule.one,hello@molecule.one,
cf28f75397714070da570e41,Cc1ccc(C(=O)O)cc1Nc1ncnc2ccc(-c3ccc(OCc4cccc(F)c4)cc3)cc12,Molecule.one,hello@molecule.one,
20cd59380ceeeaff95fe0b58,CS(=O)(=O)CC#Cc1ccc2ncnc(C(=O)Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,eMolecules,sales@emolecules.com,1090
bed69374af2e7a8b279e4fe7,CCCCOc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1Cl,eMolecules,sales@emolecules.com,790
ae3e0e394e0d78c8fbd14d4e,CCCOc1ccc(C(=O)Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)cc1Cl,eMolecules,sales@emolecules.com,660
ec97a5223889d623557dbb00,CS(=O)(=O)CCn1cc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)ccc1=O,Molecule.one,hello@molecule.one,
3919da52a1fed17c92a23afc,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)cc23)cc1,Molecule.one,hello@molecule.one,
83dc38d1e3744c093dcccd58,CC(C)(C)Oc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1Cl,eMolecules,sales@emolecules.com,1060
a3a212b01159e86857ba56f1,CC(C)COc1cc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)ccc1Cl,eMolecules,sales@emolecules.com,860
8730f17ca82a6283f0f8c387,CS(=O)(=O)c1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1OCc1ccccc1,eMolecules,sales@emolecules.com,1060
16a6974d5e5ef0a8d1075a7a,CCCCS(=O)(=O)Nc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,960
93afa216c0717020295910d8,CS(=O)(=O)Cc1cccc(-c2ccc3c(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3c2)c1,eMolecules,sales@emolecules.com,1040
e80b242607f6fc39eb7084d7,O=C(O)c1ccc(Nc2ncnc3ccc(-c4cccc(OCc5cc(F)cc(F)c5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
a5528f35938125a5fbf0077f,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(COc5cccc(F)c5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
5d38f3f605ae3db07fe12190,CCCCOc1cc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)ccc1Cl,eMolecules,sales@emolecules.com,860
c679b6c176394a5d0a2eb197,CS(=O)(=O)Cc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(COc5ccc(F)cc5Cl)o4)c3c2)c1,eMolecules,sales@emolecules.com,910
bb873291964aff246b4a2644,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(F)c(OCc5ccccc5)c4)cc23)c1,Molecule.one,hello@molecule.one,
0f402749c44c64539fa034b2,CCCS(=O)(=O)Nc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,eMolecules,sales@emolecules.com,960
972194d7fb4a953b6e6a0863,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4F)cc23)cc1,Molecule.one,hello@molecule.one,
ce2a5cf1ad3edcfc46d8eaba,CS(=O)(=O)c1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c(Cl)c1,eMolecules,sales@emolecules.com,1460
09ee487279f02e7a60ce5228,CC(=O)c1ccc(Nc2ncnc3ccc(-c4ccc(COc5cccc(F)c5)cc4)cc23)cc1,Molecule.one,hello@molecule.one,
517490073e235e9dcad7dc9e,COc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
c1f5e1a2c63ceac7643a6cbd,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(F)c(OCc5ccccc5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
a700957322015c9490822115,COc1cc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
07e50b81bccae69d7c98c0dc,Oc1cccc(Nc2ncnc3ccc(-c4ccc(OCc5cccc(F)c5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
9080b1b16a91dcb8fac55ea8,CC(=O)c1ccc(Nc2ncnc3ccc(-c4cccc(COc5cccc(F)c5)c4)cc23)cc1,Molecule.one,hello@molecule.one,
9d351d7d80e565c7ec08692e,CCc1cc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
fee21606241d2c29c405dd92,Cc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
07a1e6e14e5847c213adbe8d,CS(=O)(=O)Nc1ccc(C#Cc2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,eMolecules,sales@emolecules.com,1760
f0611aab3c634f020c3ad386,Oc1cccc(Nc2ncnc3ccc(-c4ccc(OCc5ccc(F)cc5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
3ba9e4f3c354b84ae01b5f52,CC(C)(C)OCc1cccc(-c2ccc3ncnc(Nc4ccc(C(=O)O)c(O)c4)c3c2)c1,Molecule.one,hello@molecule.one,
9b718de45fb8cee7d42447ec,CC(=O)c1cccc(Nc2ncnc3ccc(-c4cccc(OCc5cc(F)cc(F)c5)c4)cc23)c1,Molecule.one,hello@molecule.one,
6fe5b7850a8028176a2b0c58,Oc1cccc(Nc2ncnc3ccc(-c4ccc(OCc5cc(F)cc(F)c5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
30341b3a853065ac295ca8fd,O=C(O)c1cccc(Nc2ncnc3ccc(-c4cccc(OCc5ccc(F)cc5)c4)cc23)c1,Molecule.one,hello@molecule.one,
f0fa9c563c316f1ac3b8e430,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(COc5cccc(F)c5)cc4)cc23)cc1O,Molecule.one,hello@molecule.one,
f42b58c9ea077175fd68402e,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(COc5ccc(F)cc5)cc4)cc23)c1,Molecule.one,hello@molecule.one,
19646541f517fe8c80714f7c,CCCS(=O)(=O)NCc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(COc5ccc(F)cc5Cl)o4)c3c2)cc1,eMolecules,sales@emolecules.com,1010
c180160f5caf0135c7b36478,O=C(O)c1cccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4F)cc23)c1,Molecule.one,hello@molecule.one,
c4123dbeeb8edb88dec7770f,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(F)c(OCc5ccccc5)c4)cc23)cc1O,Molecule.one,hello@molecule.one,
fa83f33af2c6373875378eea,CCc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
7d11c20606b79da1c4b25b07,Cc1cc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)ccc1OCc1ccccc1,Molecule.one,hello@molecule.one,
42eec25cd20d2066165185cf,COc1cc(COc2ccc(-c3ccc4ncnc(NC(=O)c5ccc(OCc6cccc(F)c6)cc5)c4c3)cc2Cl)cc(OC)c1,eMolecules,sales@emolecules.com,590
89aee9c83ca174ad732b0663,CCS(=O)(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1,Molecule.one,hello@molecule.one,
43171b015ece155b550bdaea,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(CS(C)(=O)=O)c(F)c4)c3)c2c1,Molecule.one,hello@molecule.one,
d4b111fc6316ddc9271d0160,COc1ccc(-c2ccc(CCC(=O)Nc3ncnc4ccc(-c5ccc(OCc6cccc(Cl)c6)c(Cl)c5)cc34)o2)cc1,eMolecules,sales@emolecules.com,660
5dccefe55a43291349e295ea,CS(=O)(=O)NCc1cccc(-c2ccc3ncnc(NC(=O)c4ccc(COc5ccc(F)cc5Cl)o4)c3c2)c1,eMolecules,sales@emolecules.com,710
10b95c38710fc573f472bdff,CCC(=O)Nc1ccc2ncnc(Nc3cccc(-c4ccc(COc5cccc(F)c5)cc4)c3)c2c1,Molecule.one,hello@molecule.one,
4b305cb4bf5a089fdcfa68b9,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(CNC(=O)OC(C)(C)C)o4)cc23)c1,Molecule.one,hello@molecule.one,
89323a24b44ff9c7031f4cd2,CS(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3c2)c1,eMolecules,sales@emolecules.com,770
19919a9c36d8113e5ca36e39,CC(=O)c1cccc(Nc2ncnc3ccc(-c4cc(F)c(OCc5ccccc5)cc4F)cc23)c1,Molecule.one,hello@molecule.one,
b11226218c01f19c19c1970e,CS(=O)(=O)Cc1ccc(C(=O)Nc2ncnc3ccc(-c4cccc(COc5ccccc5Cl)c4)cc23)o1,eMolecules,sales@emolecules.com,1060
79afb1ef61d0f28529a1cbf5,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(COc5ccccc5F)cc4)cc23)c1,Molecule.one,hello@molecule.one,
ed5e0b033d03e801aaa2bba1,CCCCS(=O)(=O)Nc1ccc(-c2ccc3ncnc(Nc4cccc(O)c4)c3c2)cc1,Molecule.one,hello@molecule.one,
4bc9ebbc1de2e4df5aa95ae6,CCCOc1ccc(-c2ccc3ncnc(NC(=O)c4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1F,eMolecules,sales@emolecules.com,790
a546b46dc1c618a93e717bb1,COc1ccc(-c2ccc(CCC(=O)Nc3ncnc4ccc(-c5ccc(OCc6ccc(F)cc6)c(Cl)c5)cc34)o2)cc1,eMolecules,sales@emolecules.com,710
f3e2b86b78539a70bb420d75,COc1cc(COc2ccc(-c3ccc4ncnc(NC(=O)c5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)cc2Cl)cc(OC)c1,eMolecules,sales@emolecules.com,790
673570791a73ada6a435f22c,CC(=O)c1cccc(Nc2ncnc3ccc(-c4ccc(CS(C)(=O)=O)c(F)c4)cc23)c1,Molecule.one,hello@molecule.one,
85861de874a09f4b60f44f07,O=C(O)c1ccc(Nc2ncnc3ccc(-c4ccc(OCc5ccccc5)c(F)c4F)cc23)cc1O,Molecule.one,hello@molecule.one,
ca6b9a8fe9477ab656015bd8,CC(=O)c1ccc(Nc2ncnc3ccc(-c4cccc(COC(C)(C)C)c4)cc23)cc1,Molecule.one,hello@molecule.one,
b227172750252a73d50b026c,O=C(O)c1ccc(Nc2ncnc3ccc(-c4cccc(COc5cccc(F)c5)c4)cc23)cc1O,Molecule.one,hello@molecule.one,
